行政区划代码,注册年份,区县名称,所属城市,所属省份,一级行业,二级行业,三级行业,注册企业数,Unnamed: 9
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,1.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,3.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,3.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,11.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,1.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,1.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,1.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,8.0,
130628.0,2001.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,1.0,
130628.0,2001.0,高阳县,保定市,河北省,教育,教育,技能培训、教育辅助及其他教育,1.0,
130628.0,2001.0,高阳县,保定市,河北省,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,1.0,
130628.0,2001.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,企业管理服务,2.0,
130628.0,2002.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,公路旅客运输,1.0,
130628.0,2002.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,2.0,
130628.0,2002.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,1.0,
130628.0,2002.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,2.0,
130628.0,2002.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,1.0,
130628.0,2002.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,电信,1.0,
130628.0,2002.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,蔬菜、食用菌及园艺作物种植,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,专用设备制造业,环保、社会公共服务及其他专用设备制造,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,农副食品加工业,谷物磨制,2.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,化学原料和化学制品制造业,专用化学产品制造,3.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,橡胶和塑料制品业,塑料制品业,2.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,电线、电缆、光缆及电工器材制造,2.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,输配电及控制设备制造,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,非电力家用器具制造,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,石油加工、炼焦和核燃料加工业,精炼石油产品制造,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,28.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,16.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,纺织业,毛纺织及染整精加工,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,12.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,通用设备制造业,泵、阀门、压缩机及类似机械制造,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,通用设备制造业,轴承、齿轮和传动部件制造,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,1.0,
130628.0,2002.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,造纸,1.0,
130628.0,2002.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,2.0,
130628.0,2002.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,建筑装饰业,2.0,
130628.0,2002.0,高阳县,保定市,河北省,建筑业,房屋建筑业,房屋建筑业,2.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,批发业,其他批发业,6.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,1.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,4.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,3.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,17.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,2.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,1.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,零售业,家用电器及电子产品专门零售,2.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,零售业,文化、体育用品及器材专门零售,1.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,2.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,3.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,零售业,货摊、无店铺及其他零售业,3.0,
130628.0,2002.0,高阳县,保定市,河北省,批发和零售业,零售业,食品、饮料及烟草制品专门零售,1.0,
130628.0,2002.0,高阳县,保定市,河北省,文化、体育和娱乐业,体育,休闲健身活动,1.0,
130628.0,2002.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,企业管理服务,3.0,
130628.0,2002.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,咨询与调查,3.0,
130628.0,2002.0,高阳县,保定市,河北省,金融业,保险业,人身保险,2.0,
130628.0,2002.0,高阳县,保定市,河北省,金融业,货币金融服务,货币银行服务,1.0,
130628.0,2003.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,1.0,
130628.0,2003.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,1.0,
130628.0,2003.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,其他餐饮业,1.0,
130628.0,2003.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,电信,1.0,
130628.0,2003.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,水果种植,1.0,
130628.0,2003.0,高阳县,保定市,河北省,农、林、牧、渔业,畜牧业,牲畜饲养,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,农副食品加工业,植物油加工,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,文教、工美、体育和娱乐用品制造业,工艺美术品制造,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,汽车制造业,汽车零部件及配件制造,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,电气机械和器材制造业,电线、电缆、光缆及电工器材制造,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,石油加工、炼焦和核燃料加工业,精炼石油产品制造,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,纺织业,家用纺织制成品制造,32.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,纺织业,棉纺织及印染精加工,11.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,纺织业,毛纺织及染整精加工,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,服饰制造,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,纺织服装、服饰业,机织服装制造,14.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,造纸和纸制品业,纸制品制造,1.0,
130628.0,2003.0,高阳县,保定市,河北省,制造业,黑色金属冶炼和压延加工业,黑色金属铸造,1.0,
130628.0,2003.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,洗浴服务,1.0,
130628.0,2003.0,高阳县,保定市,河北省,居民服务、修理和其他服务业,居民服务业,理发及美容服务,3.0,
130628.0,2003.0,高阳县,保定市,河北省,建筑业,土木工程建筑业,水利和内河港口工程建筑,1.0,
130628.0,2003.0,高阳县,保定市,河北省,建筑业,建筑装饰和其他建筑业,建筑装饰业,1.0,
130628.0,2003.0,高阳县,保定市,河北省,房地产业,房地产业,物业管理,1.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,批发业,农、林、牧产品批发,1.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,批发业,机械设备、五金产品及电子产品批发,9.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,批发业,矿产品、建材及化工产品批发,4.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,批发业,纺织、服装及家庭用品批发,18.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,批发业,食品、饮料及烟草制品批发,2.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,五金、家具及室内装饰材料专门零售,3.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,医药及医疗器材专门零售,7.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,文化、体育用品及器材专门零售,3.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,汽车、摩托车、燃料及零配件专门零售,6.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,纺织、服装及日用品专门零售,4.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,综合零售,2.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,货摊、无店铺及其他零售业,6.0,
130628.0,2003.0,高阳县,保定市,河北省,批发和零售业,零售业,食品、饮料及烟草制品专门零售,2.0,
130628.0,2003.0,高阳县,保定市,河北省,水利、环境和公共设施管理业,公共设施管理业,环境卫生管理,1.0,
130628.0,2003.0,高阳县,保定市,河北省,电力、热力、燃气及水生产和供应业,燃气生产和供应业,燃气生产和供应业,1.0,
130628.0,2003.0,高阳县,保定市,河北省,电力、热力、燃气及水生产和供应业,电力、热力生产和供应业,电力供应,5.0,
130628.0,2003.0,高阳县,保定市,河北省,科学研究和技术服务业,专业技术服务业,工程技术,1.0,
130628.0,2003.0,高阳县,保定市,河北省,租赁和商务服务业,商务服务业,咨询与调查,2.0,
130628.0,2003.0,高阳县,保定市,河北省,金融业,保险业,人身保险,1.0,
130628.0,2003.0,高阳县,保定市,河北省,金融业,货币金融服务,货币银行服务,2.0,
130628.0,2004.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,仓储业,其他仓储业,1.0,
130628.0,2004.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,装卸搬运,2.0,
130628.0,2004.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,装卸搬运和运输代理业,运输代理业,10.0,
130628.0,2004.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,城市公共交通运输,1.0,
130628.0,2004.0,高阳县,保定市,河北省,交通运输、仓储和邮政业,道路运输业,道路货物运输,51.0,
130628.0,2004.0,高阳县,保定市,河北省,住宿和餐饮业,住宿业,一般旅馆,8.0,
130628.0,2004.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,其他餐饮业,6.0,
130628.0,2004.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,快餐服务,3.0,
130628.0,2004.0,高阳县,保定市,河北省,住宿和餐饮业,餐饮业,正餐服务,24.0,
130628.0,2004.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,8.0,
130628.0,2004.0,高阳县,保定市,河北省,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,电信,9.0,
130628.0,2004.0,高阳县,保定市,河北省,农、林、牧、渔业,农业,蔬菜、食用菌及园艺作物种植,2.0,
